Site_Name,Date,Commodity,Production_Tons,Operational_Cost_AUD,Safety_Incidents,Equipment_Uptime_Pct,Revenue_AUD
Olympic Dam,2025-01-19,Gold,36827.55,265336.98,0,94.36,5220959.18
Olympic Dam,2026-03-08,Iron Ore,16347.78,318645.98,0,95.36,2317588.11
Greenbushes Lithium,2025-06-22,Coal,25102.69,274418.79,0,91.27,3558752.07
Olympic Dam,2025-08-16,Lithium,10555.24,399468.87,0,98.13,1496392.7
Kalgoorlie Gold,2025-12-16,Iron Ore,14269.1,431169.98,0,95.31,2022898.31
Greenbushes Lithium,2025-07-02,Iron Ore,5042.45,408497.23,0,91.41,714856.83
Olympic Dam,2025-04-23,Copper,6766.93,115525.18,0,92.97,959332.49
Pilbara Iron,2025-07-02,Copper,48977.77,177651.51,0,94.7,6943468.62
Kalgoorlie Gold,2025-05-26,Copper,15905.92,314643.0,0,93.29,2254946.61
Kalgoorlie Gold,2025-11-15,Coal,34848.98,473928.82,0,97.3,4940461.74
Kalgoorlie Gold,2025-04-26,Copper,42759.49,433982.71,0,90.0,6061917.01
Greenbushes Lithium,2025-04-23,Iron Ore,29779.72,437013.8,0,89.2,4221804.12
Olympic Dam,2025-09-08,Copper,11891.5,221283.28,0,87.99,1685831.29
Olympic Dam,2025-09-08,Gold,37765.24,271779.16,0,85.53,5353893.38
Pilbara Iron,2025-10-30,Copper,32011.31,288282.38,0,85.6,4538171.63
Pilbara Iron,2025-11-09,Coal,37906.28,162948.63,0,97.18,5373888.31
Kalgoorlie Gold,2025-04-28,Gold,39638.6,112427.25,0,94.5,5619475.43
Pilbara Iron,2025-10-28,Iron Ore,48893.47,478761.16,0,94.25,6931517.6
Greenbushes Lithium,2025-06-10,Iron Ore,30810.35,196285.03,0,93.6,4367914.23
Olympic Dam,2026-02-05,Lithium,20373.85,195979.56,0,96.89,2888355.02
Kalgoorlie Gold,2025-07-17,Gold,34180.91,133351.62,0,91.72,4845750.96
Pilbara Iron,2025-09-17,Lithium,8079.83,471403.1,0,97.19,1145459.38
Greenbushes Lithium,2025-05-28,Gold,45382.88,331894.85,0,90.03,6433829.12
Greenbushes Lithium,2025-08-28,Gold,10372.15,366814.74,0,97.97,1470436.45
Pilbara Iron,2025-02-16,Coal,19752.93,464630.75,1,94.78,2800328.59
Olympic Dam,2026-02-03,Lithium,41708.54,238248.07,0,88.6,5912926.18
Pilbara Iron,2025-07-17,Coal,31879.06,348602.92,0,92.9,4519422.85
Kalgoorlie Gold,2025-02-16,Gold,22713.6,115519.78,0,92.46,3220056.14
Pilbara Iron,2025-03-19,Iron Ore,26304.6,174709.01,0,86.93,3729144.15
Greenbushes Lithium,2025-05-04,Gold,43454.63,432498.32,0,93.28,6160465.45
Pilbara Iron,2025-03-16,Coal,20300.2,406707.34,0,89.41,2877913.83
Olympic Dam,2025-12-25,Lithium,44134.24,240257.08,0,85.73,6256812.23
Hunter Coal,2025-05-17,Lithium,8966.05,250724.25,0,98.28,1271096.8
Pilbara Iron,2025-03-31,Coal,39955.93,313421.77,0,93.98,5664462.59
Olympic Dam,2026-02-04,Lithium,43139.64,100096.4,0,97.28,6115810.02
Olympic Dam,2025-11-21,Copper,13181.79,196497.73,0,94.46,1868752.81
Greenbushes Lithium,2025-03-02,Iron Ore,24365.59,183292.72,0,90.0,3454255.05
Olympic Dam,2025-05-18,Iron Ore,12447.49,200193.18,0,92.18,1764652.74
Olympic Dam,2025-02-19,Iron Ore,36797.19,422362.34,0,94.46,5216655.11
Olympic Dam,2025-09-16,Lithium,29090.65,211869.54,0,98.44,4124116.21
Olympic Dam,2025-04-17,Lithium,33589.55,176608.53,0,88.55,4761915.18
Kalgoorlie Gold,2025-04-23,Gold,13841.91,301705.38,0,97.25,1962336.54
Kalgoorlie Gold,2025-12-16,Gold,14528.56,446258.01,0,97.94,2059681.37
Greenbushes Lithium,2025-09-11,Iron Ore,6867.38,196539.88,0,94.39,973573.06
Pilbara Iron,2025-04-28,Copper,19493.04,131414.5,0,98.04,2763484.57
Olympic Dam,2025-07-17,Gold,30188.51,242561.89,0,90.57,4279757.36
Pilbara Iron,2025-12-03,Gold,43607.07,399060.73,0,98.34,6182076.52
Pilbara Iron,2025-12-31,Lithium,35011.74,320276.22,0,94.84,4963535.86
Greenbushes Lithium,2025-02-20,Copper,24592.83,426717.35,0,85.59,3486470.36
Olympic Dam,2025-09-02,Iron Ore,47890.41,483836.86,0,97.7,6789316.03
Olympic Dam,2026-02-07,Gold,37366.03,417064.99,0,91.78,5297298.28
Hunter Coal,2026-03-02,Copper,46857.43,341521.23,0,91.44,6642872.77
Pilbara Iron,2025-02-04,Copper,28741.46,297336.64,0,92.93,4074612.33
Pilbara Iron,2025-10-29,Iron Ore,16650.69,116027.63,0,87.09,2360530.98
Kalgoorlie Gold,2026-02-14,Copper,7377.2,493728.79,0,91.57,1045849.1
Hunter Coal,2025-03-10,Copper,37673.82,253392.45,2,96.64,5340932.98
Kalgoorlie Gold,2025-12-15,Copper,10458.63,160891.29,0,85.22,1482696.52
Kalgoorlie Gold,2025-11-16,Gold,18624.88,366683.54,0,88.82,2640407.47
Kalgoorlie Gold,2026-02-25,Iron Ore,28961.19,213715.32,0,85.03,4105762.96
Greenbushes Lithium,2025-02-18,Copper,30398.75,334311.31,0,90.82,4309562.62
Greenbushes Lithium,2026-02-09,Copper,32026.24,334707.16,0,95.2,4540288.22
Kalgoorlie Gold,2025-03-15,Gold,12481.49,278291.93,0,96.18,1769472.85
Hunter Coal,2025-07-11,Iron Ore,22088.18,434447.45,0,98.23,3131391.74
Pilbara Iron,2025-09-18,Lithium,32773.74,205986.82,0,93.52,4646259.62
Hunter Coal,2025-12-22,Gold,48641.85,279453.04,0,88.56,6895845.99
Olympic Dam,2025-03-11,Iron Ore,37743.4,315076.85,0,97.94,5350797.18
Greenbushes Lithium,2025-03-31,Copper,46517.17,365449.89,0,95.85,6594634.87
Pilbara Iron,2025-09-17,Iron Ore,39299.54,413588.74,0,93.04,5571407.65
Pilbara Iron,2025-05-06,Iron Ore,31627.26,257922.91,0,94.74,4483725.72
Olympic Dam,2025-08-19,Iron Ore,13641.05,358418.78,1,97.94,1933861.07
Olympic Dam,2025-10-22,Lithium,35000.85,160244.38,0,94.97,4961992.01
Kalgoorlie Gold,2026-02-23,Iron Ore,33052.08,473059.24,0,90.16,4685719.26
Greenbushes Lithium,2025-05-09,Lithium,32111.11,253223.52,0,94.98,4552320.05
Greenbushes Lithium,2025-10-07,Copper,27040.36,391808.57,0,85.56,3833451.2
Hunter Coal,2025-11-09,Lithium,28789.55,108136.43,0,90.41,4081429.94
Kalgoorlie Gold,2025-04-10,Copper,20049.91,182074.86,1,90.69,2842430.78
Kalgoorlie Gold,2025-11-22,Copper,28369.07,294833.02,0,87.34,4021819.43
Kalgoorlie Gold,2025-10-24,Lithium,13890.02,451300.99,0,85.32,1969156.99
Kalgoorlie Gold,2025-07-01,Gold,41232.85,310902.06,0,86.87,5845488.68
Greenbushes Lithium,2025-06-23,Coal,13359.96,471948.19,0,94.16,1894011.57
Greenbushes Lithium,2025-11-12,Iron Ore,8823.48,293518.76,0,96.23,1250884.97
Kalgoorlie Gold,2025-12-30,Coal,24631.07,296179.64,0,98.83,3491891.56
Hunter Coal,2025-07-07,Iron Ore,34623.83,147898.72,1,89.85,4908542.73
Pilbara Iron,2025-02-26,Iron Ore,24697.26,421062.5,0,93.39,3501275.16
Pilbara Iron,2025-01-31,Copper,17453.94,198786.16,0,98.12,2474405.93
Hunter Coal,2025-03-25,Iron Ore,30117.7,459845.0,0,87.34,4269718.79
Kalgoorlie Gold,2025-06-01,Iron Ore,20615.11,464329.69,0,95.05,2922557.91
Greenbushes Lithium,2025-02-05,Lithium,46979.05,477324.04,0,95.57,6660114.56
Pilbara Iron,2025-08-01,Coal,46519.03,308092.2,0,86.25,6594898.56
Olympic Dam,2026-02-18,Lithium,27606.73,370837.51,0,97.06,3913744.2
Olympic Dam,2026-02-12,Iron Ore,19754.78,411406.35,0,96.38,2800590.86
Hunter Coal,2025-12-30,Copper,38170.96,152405.85,0,85.47,5411411.4
Kalgoorlie Gold,2025-04-16,Lithium,6652.08,340382.88,0,86.28,943050.46
Pilbara Iron,2026-02-18,Lithium,26364.61,113719.16,0,85.69,3737651.64
Kalgoorlie Gold,2025-12-08,Gold,20134.55,299026.43,0,89.69,2854430.0
Pilbara Iron,2025-08-08,Iron Ore,46424.11,161937.07,0,92.13,6581441.97
Hunter Coal,2026-01-26,Copper,5540.14,173169.17,0,92.45,785413.22
Hunter Coal,2025-06-12,Lithium,29876.67,246019.03,0,88.75,4235548.51
Olympic Dam,2026-03-15,Lithium,38329.86,272974.87,0,97.76,5433938.29
Kalgoorlie Gold,2025-08-08,Copper,26825.81,349268.97,0,90.16,3803034.93
Olympic Dam,2025-09-27,Iron Ore,8843.14,129771.37,0,85.64,1253672.13
Kalgoorlie Gold,2025-04-30,Gold,48760.76,301476.7,0,89.2,6912703.6
Olympic Dam,2026-01-29,Lithium,28310.47,173050.05,0,92.44,4013511.84
Greenbushes Lithium,2025-12-02,Gold,32638.38,329590.07,0,90.72,4627069.94
Greenbushes Lithium,2026-02-04,Coal,15647.44,354961.84,0,88.83,2218302.48
Greenbushes Lithium,2025-07-01,Iron Ore,26757.41,322683.7,0,86.84,3793338.01
Greenbushes Lithium,2025-04-16,Coal,24311.73,395318.2,0,96.47,3446619.44
Pilbara Iron,2025-08-05,Coal,8370.31,234243.7,0,98.95,1186640.08
Greenbushes Lithium,2025-07-24,Coal,9777.22,406042.64,0,89.61,1386094.55
Hunter Coal,2025-03-11,Iron Ore,42686.26,273106.83,0,90.34,6051535.35
Hunter Coal,2025-02-13,Iron Ore,15791.9,293673.8,0,93.65,2238782.25
Pilbara Iron,2025-11-25,Copper,13773.12,359240.85,0,95.06,1952584.34
Greenbushes Lithium,2025-10-28,Gold,27721.02,107343.35,0,90.49,3929946.84
Greenbushes Lithium,2025-08-16,Gold,39593.62,361597.69,0,97.67,5613098.72
Greenbushes Lithium,2025-07-03,Copper,7787.59,347434.06,1,92.84,1104029.17
Olympic Dam,2025-04-17,Copper,30956.36,223938.85,0,91.31,4388613.74
Kalgoorlie Gold,2025-03-25,Coal,10364.47,134317.71,0,94.05,1469347.67
Olympic Dam,2025-12-04,Copper,6640.75,136374.18,0,98.34,941444.24
Kalgoorlie Gold,2025-09-07,Lithium,7373.48,469289.5,0,96.12,1045321.72
Greenbushes Lithium,2025-12-29,Gold,42537.38,375711.73,0,85.56,6030428.97
Greenbushes Lithium,2026-03-17,Copper,10308.76,150841.05,0,89.65,1461449.79
Olympic Dam,2025-01-21,Lithium,7031.81,242689.27,0,91.59,996883.93
Olympic Dam,2025-07-15,Lithium,24705.49,336993.2,0,89.4,3502441.91
Kalgoorlie Gold,2025-06-27,Lithium,42979.71,434228.68,0,94.8,6093137.1
Hunter Coal,2026-02-21,Lithium,16808.38,117464.37,0,96.57,2382886.34
Kalgoorlie Gold,2025-01-07,Coal,23977.07,194653.25,0,95.24,3399175.44
Olympic Dam,2025-03-11,Lithium,6796.51,455899.6,0,98.85,963525.98
Olympic Dam,2025-05-07,Coal,25208.53,103666.22,0,88.82,3573756.77
Pilbara Iron,2026-02-03,Coal,30992.59,180559.64,0,97.25,4393749.98
Olympic Dam,2025-06-09,Lithium,30690.82,483609.67,0,95.73,4350968.73
Pilbara Iron,2025-09-05,Gold,19959.2,345360.74,0,90.07,2829571.02
Hunter Coal,2025-07-22,Lithium,19198.99,204668.55,0,95.28,2721797.76
Kalgoorlie Gold,2025-05-28,Lithium,9798.06,126796.44,0,86.46,1389048.99
Kalgoorlie Gold,2025-05-23,Lithium,21505.92,111276.54,0,96.05,3048846.05
Pilbara Iron,2026-03-08,Gold,9477.26,197898.03,0,92.45,1343569.9
Kalgoorlie Gold,2025-07-18,Iron Ore,39496.82,452594.33,0,89.09,5599375.6
Olympic Dam,2026-02-09,Iron Ore,48482.34,266365.46,0,94.18,6873232.62
Greenbushes Lithium,2026-03-02,Coal,48653.35,388133.35,0,93.98,6897476.32
Pilbara Iron,2025-06-03,Coal,43928.2,467314.01,0,87.93,6227602.4
Kalgoorlie Gold,2026-01-11,Gold,32035.65,263216.18,0,85.43,4541622.26
Pilbara Iron,2026-01-19,Copper,36538.96,176510.95,0,91.07,5180046.42
Pilbara Iron,2025-05-22,Iron Ore,17834.26,306847.17,0,92.97,2528323.05
Greenbushes Lithium,2025-11-09,Coal,33384.67,463233.47,0,97.27,4732869.8
Olympic Dam,2025-06-14,Iron Ore,25504.23,421749.77,0,98.0,3615677.49
Pilbara Iron,2025-11-10,Gold,26690.78,126331.94,1,92.4,3783892.02
Kalgoorlie Gold,2025-01-21,Gold,39099.95,377029.12,0,95.55,5543112.23
Hunter Coal,2025-03-23,Copper,17686.33,328759.01,0,91.15,2507351.34
Pilbara Iron,2025-03-10,Copper,19311.78,462985.27,0,95.45,2737787.74
Pilbara Iron,2025-05-11,Gold,46608.88,148992.57,0,87.87,6607636.39
Greenbushes Lithium,2025-03-28,Coal,7530.09,313614.45,0,90.19,1067523.97
Olympic Dam,2025-08-06,Iron Ore,26853.54,451785.08,0,93.88,3806966.14
Hunter Coal,2026-02-25,Lithium,46076.04,264009.51,0,85.25,6532096.86
Kalgoorlie Gold,2025-11-01,Copper,32466.34,292797.97,1,95.11,4602680.21
Hunter Coal,2026-02-07,Lithium,29588.32,128184.27,0,96.7,4194669.77
Kalgoorlie Gold,2026-01-06,Coal,16238.49,211257.46,0,90.59,2302094.31
Olympic Dam,2025-12-11,Copper,20447.4,229802.66,0,91.27,2898782.04
Kalgoorlie Gold,2025-12-07,Lithium,43342.18,478048.98,1,96.92,6144523.66
Greenbushes Lithium,2026-01-19,Coal,30164.82,213066.94,0,95.86,4276398.88
Greenbushes Lithium,2026-01-31,Iron Ore,28163.4,284347.49,0,89.03,3992662.06
Greenbushes Lithium,2026-03-21,Coal,9481.09,368521.77,0,89.54,1344112.87
Greenbushes Lithium,2026-03-01,Copper,5721.27,164873.35,0,94.5,811091.62
Hunter Coal,2025-06-10,Gold,48365.83,294576.95,0,92.88,6856715.26
Olympic Dam,2025-06-27,Iron Ore,21964.38,395415.62,0,87.27,3113840.9
Kalgoorlie Gold,2025-04-27,Lithium,32144.59,446742.09,0,89.34,4557066.44
Kalgoorlie Gold,2025-07-15,Copper,8587.18,350503.71,0,97.6,1217385.25
Greenbushes Lithium,2026-01-18,Gold,35740.14,367621.41,0,94.63,5066799.5
Greenbushes Lithium,2025-11-23,Coal,46965.5,150513.39,0,98.8,6658193.61
Pilbara Iron,2025-03-27,Gold,30904.94,478310.6,0,95.74,4381324.04
Olympic Dam,2025-10-16,Copper,10675.19,153029.63,0,98.19,1513397.75
Hunter Coal,2025-03-22,Copper,31177.47,409869.17,1,88.03,4419960.0
Kalgoorlie Gold,2025-06-01,Gold,39485.62,205926.53,0,95.8,5597787.8
Pilbara Iron,2025-03-02,Coal,23288.74,473437.26,0,85.28,3301592.44
Pilbara Iron,2025-03-02,Gold,44592.7,387983.82,0,94.39,6321807.08
Kalgoorlie Gold,2025-12-20,Copper,34190.73,401525.49,0,91.57,4847143.12
Hunter Coal,2025-01-28,Copper,45466.2,187623.67,0,89.85,6445641.21
Pilbara Iron,2026-03-18,Lithium,33057.74,277215.99,0,97.07,4686521.67
Pilbara Iron,2025-02-12,Lithium,10907.96,347125.28,0,96.96,1546397.03
Olympic Dam,2025-06-18,Iron Ore,18936.13,407989.45,0,85.31,2684532.68
Hunter Coal,2026-02-27,Copper,14080.77,141583.75,0,93.53,1996199.19
Pilbara Iron,2025-03-27,Lithium,45897.19,484946.13,0,90.15,6506741.7
Hunter Coal,2025-06-26,Gold,39218.0,456088.27,0,90.82,5559847.91
Kalgoorlie Gold,2025-01-17,Coal,35437.93,208139.44,0,96.65,5023955.86
Greenbushes Lithium,2025-04-08,Gold,18543.48,429104.1,0,89.34,2628867.57
Pilbara Iron,2025-07-17,Coal,13282.01,307329.57,0,98.2,1882960.77
Olympic Dam,2025-04-08,Lithium,39040.3,284722.59,0,87.51,5534655.78
Kalgoorlie Gold,2025-03-06,Iron Ore,26337.11,225773.64,0,94.28,3733753.02
Hunter Coal,2025-11-26,Gold,15160.53,332387.43,0,94.41,2149274.34
Kalgoorlie Gold,2025-12-07,Gold,32747.99,391955.65,0,88.53,4642609.1
Pilbara Iron,2025-01-05,Gold,6815.02,264373.16,0,89.55,966150.1
Hunter Coal,2025-01-02,Coal,19677.66,351687.68,0,96.69,2789657.73
Greenbushes Lithium,2025-01-22,Lithium,26085.06,379725.17,0,95.67,3698020.46
Kalgoorlie Gold,2025-04-22,Gold,11658.13,384448.73,1,89.61,1652746.95
Pilbara Iron,2025-02-26,Gold,49309.45,120786.44,0,92.48,6990490.15
Olympic Dam,2025-03-07,Iron Ore,14409.38,443899.12,0,85.86,2042785.49
Hunter Coal,2025-11-26,Iron Ore,10865.89,283301.33,0,87.92,1540432.86
Kalgoorlie Gold,2025-04-08,Lithium,14159.07,204966.43,0,91.8,2007299.6
Kalgoorlie Gold,2025-05-24,Lithium,39607.75,196705.8,0,86.2,5615101.89
Greenbushes Lithium,2026-01-03,Copper,24147.75,293205.65,0,96.81,3423372.36
Greenbushes Lithium,2026-03-11,Iron Ore,30443.72,454732.62,0,95.05,4315937.91
Olympic Dam,2025-05-05,Copper,5945.41,251339.03,0,98.21,842867.44
Olympic Dam,2025-06-16,Coal,6549.41,399890.3,0,94.71,928495.17
Pilbara Iron,2025-03-27,Copper,25062.15,138727.49,0,98.17,3553004.8
Pilbara Iron,2025-03-17,Gold,41749.49,290422.68,0,92.76,5918731.57
Olympic Dam,2025-12-10,Copper,44835.75,496674.46,0,93.4,6356263.73
Olympic Dam,2026-02-28,Lithium,8901.8,408175.12,0,98.68,1261988.22
Hunter Coal,2025-10-21,Coal,29226.34,184211.4,0,93.99,4143352.68
Greenbushes Lithium,2026-03-20,Gold,46095.34,300576.59,0,85.43,6534832.98
Pilbara Iron,2025-02-28,Copper,22458.77,193449.91,0,95.13,3183929.46
Greenbushes Lithium,2025-05-18,Coal,42330.46,263824.37,0,97.68,6001094.39
Greenbushes Lithium,2025-04-09,Coal,11016.3,412033.61,0,96.14,1561756.15
Olympic Dam,2025-07-11,Gold,47092.75,408489.93,0,93.17,6676233.56
Hunter Coal,2025-08-31,Copper,38814.05,191240.15,0,94.4,5502580.83
Kalgoorlie Gold,2025-11-15,Coal,47360.05,468889.33,0,98.86,6714128.08
Hunter Coal,2025-02-18,Coal,35447.78,337027.27,0,86.27,5025352.28
Hunter Coal,2026-03-24,Iron Ore,21353.18,251969.72,0,94.34,3027192.44
Greenbushes Lithium,2025-02-01,Coal,47218.15,300774.23,1,88.97,6694011.24
Hunter Coal,2026-01-26,Iron Ore,17400.5,342028.5,0,93.96,2466829.86
Pilbara Iron,2025-10-04,Copper,19947.76,323956.21,0,93.51,2827949.2
Greenbushes Lithium,2025-01-20,Copper,36536.38,294562.01,0,87.15,5179680.66
Pilbara Iron,2025-06-03,Copper,39439.23,301973.12,0,87.89,5591211.19
Kalgoorlie Gold,2026-01-18,Lithium,46823.16,170564.76,0,93.7,6638014.39
Greenbushes Lithium,2025-03-09,Copper,14216.11,425093.16,0,86.8,2015386.03
Kalgoorlie Gold,2026-01-01,Coal,40909.91,316704.13,0,88.71,5799706.2
Greenbushes Lithium,2026-01-07,Gold,38234.57,152431.94,0,96.69,5420429.25
Olympic Dam,2025-08-02,Iron Ore,7870.76,406462.84,1,89.58,1115819.99
Hunter Coal,2025-05-23,Lithium,22425.04,472977.59,0,91.83,3179147.63
Olympic Dam,2026-01-11,Copper,17724.45,478922.76,0,98.18,2512755.53
Kalgoorlie Gold,2025-08-20,Copper,18702.07,247607.09,0,88.18,2651350.52
Hunter Coal,2025-08-01,Gold,49232.61,154206.75,0,90.45,6979596.71
Greenbushes Lithium,2025-03-20,Gold,33924.98,307359.85,0,93.49,4809468.34
Hunter Coal,2025-08-02,Lithium,37295.43,145043.69,0,95.57,5287289.47
Pilbara Iron,2025-04-26,Iron Ore,48947.79,473594.97,0,97.62,6939218.42
Hunter Coal,2025-04-02,Copper,21974.08,173431.85,0,97.82,3115216.04
Pilbara Iron,2025-09-27,Lithium,41082.81,201106.34,0,95.87,5824217.84
Hunter Coal,2026-02-15,Coal,24553.89,262654.61,0,88.2,3480949.92
Pilbara Iron,2026-01-16,Coal,44129.02,253265.79,0,85.35,6256072.2
Kalgoorlie Gold,2025-06-17,Lithium,13129.59,417865.16,0,90.37,1861352.53
Olympic Dam,2025-02-27,Copper,47645.88,282526.73,0,86.98,6754649.56
Greenbushes Lithium,2025-10-11,Lithium,14844.73,168307.3,0,94.95,2104504.08
Hunter Coal,2025-01-26,Copper,19679.92,206883.96,0,94.26,2789978.12
Olympic Dam,2026-01-04,Gold,39028.65,303645.35,0,85.62,5533004.19
Greenbushes Lithium,2026-03-23,Lithium,22718.98,158981.57,0,96.71,3220818.85
Greenbushes Lithium,2025-03-07,Copper,32369.51,344662.27,0,88.48,4588952.84
Pilbara Iron,2026-02-13,Lithium,25005.81,326298.92,0,91.05,3545017.61
Kalgoorlie Gold,2025-09-05,Lithium,38406.65,385880.93,0,94.35,5444824.64
Kalgoorlie Gold,2025-09-11,Copper,15274.91,475081.85,0,91.01,2165489.74
Olympic Dam,2026-01-22,Copper,7630.61,464901.82,0,91.18,1081774.47
Kalgoorlie Gold,2025-02-13,Iron Ore,18496.82,478430.25,0,85.92,2622252.69
Hunter Coal,2025-04-07,Lithium,26343.89,197886.24,0,90.62,3734714.21
Kalgoorlie Gold,2025-02-11,Coal,12560.9,152626.12,0,95.71,1780730.62
Olympic Dam,2025-08-15,Lithium,20965.88,220910.68,0,97.81,2972285.79
Kalgoorlie Gold,2025-09-19,Lithium,22999.24,458034.07,0,90.79,3260550.68
Hunter Coal,2025-06-16,Copper,7582.63,488821.39,0,90.93,1074972.45
Pilbara Iron,2026-03-12,Lithium,31248.83,443729.98,0,94.84,4430076.55
Olympic Dam,2025-10-06,Lithium,44795.45,144007.09,0,98.2,6350550.49
Pilbara Iron,2025-03-30,Coal,11828.43,478971.2,0,88.74,1676890.0
Pilbara Iron,2026-01-14,Copper,31901.36,269343.21,0,91.16,4522584.27
Pilbara Iron,2025-06-27,Lithium,34913.26,103724.12,0,96.14,4949574.57
Greenbushes Lithium,2026-03-03,Gold,23870.06,276957.5,0,93.54,3384004.88
Greenbushes Lithium,2026-02-07,Iron Ore,36549.39,118427.67,0,86.55,5181525.06
Pilbara Iron,2025-07-16,Coal,23482.92,317551.17,0,93.79,3329120.91
Olympic Dam,2025-11-03,Lithium,27708.68,235421.61,0,87.61,3928197.43
Hunter Coal,2025-09-24,Gold,5330.89,289373.97,0,92.14,755748.32
Hunter Coal,2025-09-25,Lithium,36127.41,345268.14,0,92.41,5121701.9
Kalgoorlie Gold,2025-03-15,Lithium,34760.42,447520.44,0,97.27,4927906.79
Olympic Dam,2025-01-08,Copper,6728.04,364760.63,0,91.47,953819.14
Greenbushes Lithium,2026-02-12,Copper,21571.25,273619.55,0,88.91,3058107.74
Pilbara Iron,2025-10-24,Copper,49056.43,427771.14,0,88.23,6954620.07
Kalgoorlie Gold,2025-06-13,Gold,23933.15,462232.86,0,97.24,3392949.0
Hunter Coal,2025-03-26,Lithium,27587.54,147903.99,0,87.39,3911023.68
Greenbushes Lithium,2025-03-13,Iron Ore,45946.86,312773.19,0,90.96,6513783.3
Greenbushes Lithium,2025-02-24,Coal,37276.78,213804.78,0,87.62,5284645.5
Pilbara Iron,2026-01-28,Copper,31193.16,118824.48,0,95.83,4422184.34
Hunter Coal,2025-02-16,Copper,40901.21,367418.68,0,91.64,5798472.82
Olympic Dam,2026-02-03,Lithium,43896.48,445108.31,0,89.92,6223105.53
Greenbushes Lithium,2026-03-08,Lithium,25559.96,165161.06,0,90.06,3623578.21
Pilbara Iron,2025-08-26,Gold,26379.88,424965.46,0,96.93,3739816.43
Olympic Dam,2025-04-14,Gold,22372.29,441358.29,0,92.75,3171669.38
Hunter Coal,2025-07-29,Copper,48501.78,465736.18,0,95.05,6875988.58
Greenbushes Lithium,2025-02-11,Lithium,36372.48,206114.04,0,97.56,5156444.92
Olympic Dam,2025-11-12,Iron Ore,8745.04,461581.23,0,97.62,1239764.71
Olympic Dam,2025-09-25,Coal,43833.18,228265.1,0,89.6,6214131.63
Olympic Dam,2026-01-21,Lithium,26625.2,320935.21,0,98.33,3774594.9
Greenbushes Lithium,2025-09-20,Lithium,8093.93,120202.99,0,85.35,1147458.3
Greenbushes Lithium,2025-12-02,Gold,29737.28,117552.44,0,90.28,4215787.5
Kalgoorlie Gold,2026-01-22,Coal,23772.39,388149.29,0,97.54,3370158.42
Hunter Coal,2025-12-31,Copper,44498.72,277791.99,0,88.84,6308483.74
Pilbara Iron,2025-09-16,Lithium,14179.76,202516.95,0,88.82,2010232.78
Olympic Dam,2025-10-10,Copper,42190.91,176165.4,0,89.24,5981310.69
Kalgoorlie Gold,2025-04-24,Lithium,30095.99,367981.4,0,93.57,4266641.01
Pilbara Iron,2025-12-29,Copper,7457.46,100160.62,0,91.14,1057227.38
Kalgoorlie Gold,2025-02-09,Coal,48733.04,422356.47,0,95.17,6908773.79
Greenbushes Lithium,2026-02-21,Gold,28067.69,131699.84,0,97.53,3979093.47
Olympic Dam,2025-08-08,Coal,18089.46,176595.85,0,94.44,2564502.18
Pilbara Iron,2025-05-09,Iron Ore,26123.31,254494.56,0,87.86,3703443.08
Pilbara Iron,2025-01-08,Gold,43603.6,293943.5,0,98.06,6181584.59
Pilbara Iron,2025-04-11,Coal,18720.64,241998.05,0,88.7,2653983.15
Pilbara Iron,2026-02-20,Iron Ore,13670.44,228284.87,0,87.1,1938027.62
Pilbara Iron,2026-01-15,Lithium,10808.21,485566.4,0,86.26,1532255.69
Kalgoorlie Gold,2025-06-25,Lithium,18403.67,356631.87,0,92.89,2609047.02
Olympic Dam,2025-04-17,Copper,40102.16,109373.18,0,86.59,5685193.29
Greenbushes Lithium,2025-04-11,Gold,26223.19,272070.36,0,86.94,3717602.84
Greenbushes Lithium,2025-09-17,Lithium,15236.67,450003.48,0,89.2,2160068.54
Greenbushes Lithium,2026-01-01,Gold,12478.32,220582.47,0,88.94,1769023.44
Greenbushes Lithium,2025-09-03,Lithium,19972.83,137822.54,0,93.46,2831503.32
Kalgoorlie Gold,2025-10-02,Copper,47296.6,403353.91,0,96.43,6705132.92
Hunter Coal,2025-02-01,Coal,20436.2,342405.53,0,95.66,2897194.24
Olympic Dam,2025-05-17,Copper,49465.58,328125.0,0,88.67,7012624.35
Pilbara Iron,2025-01-12,Iron Ore,26835.37,121430.62,0,88.43,3804390.22
Hunter Coal,2026-01-30,Lithium,13062.38,156199.6,0,98.52,1851824.32
Greenbushes Lithium,2025-10-29,Iron Ore,45101.3,349019.76,0,85.12,6393910.16
Hunter Coal,2026-01-10,Iron Ore,25715.99,183129.54,0,97.32,3645698.23
Olympic Dam,2025-01-16,Gold,36935.21,301628.03,0,87.8,5236221.89
Pilbara Iron,2025-05-09,Lithium,49267.02,317952.67,0,98.26,6984474.94
Pilbara Iron,2025-03-04,Iron Ore,7257.89,213402.88,0,89.79,1028934.79
Olympic Dam,2025-04-19,Coal,9351.26,479370.06,0,91.16,1325707.16
Olympic Dam,2026-01-10,Iron Ore,37420.55,436985.64,0,94.9,5305027.46
Greenbushes Lithium,2025-01-21,Coal,17682.13,388949.4,0,93.23,2506755.92
Pilbara Iron,2025-06-07,Gold,13293.56,131197.55,0,89.45,1884598.19
Hunter Coal,2025-09-26,Iron Ore,6771.28,142452.01,0,92.75,959949.18
Kalgoorlie Gold,2025-06-11,Copper,5983.1,297112.54,0,95.23,848210.67
